,segments_start,segments_end,sentence,chunk_name,parent_name,translations
309,298.0,302.0, not a scalene triangle canvas पर प्रदर्शित होता है,102503_gspRPYL3gCI1FC36_0048,gspRPYL3gCI1FC36,not a scalene triangle is displayed on the canvas
310,302.0,306.0,default condition को check करने के लिए फिर से रन करें,102503_gspRPYL3gCI1FC36_0049,gspRPYL3gCI1FC36,run again to check the default condition
311,306.0,311.0,एक message dialog box popsअप होता है ok पर click करें,102503_gspRPYL3gCI1FC36_0050,gspRPYL3gCI1FC36,"A message dialog box pops up, click on ok"
312,311.0,316.0,ab ab की लंबाई के लिए 1 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0051,gspRPYL3gCI1FC36,Enter 1 for the length of ab ab and click ok
313,316.0,320.0,bc की लंबाई के लिए 1 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0052,gspRPYL3gCI1FC36,Enter 1 for the length of bc and click ok
314,320.0,324.0,ac की लंबाई के लिए 2 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0053,gspRPYL3gCI1FC36,enter 2 for the length of ac and click ok
315,324.0,330.0,does not satisfy triangle s inequality canvas पर प्रदर्शित होता है,102503_gspRPYL3gCI1FC36_0054,gspRPYL3gCI1FC36,does not satisfy triangle s inequality displayed on the canvas
316,330.0,340.0,अब इस program को हटा दें मैं clear command type करती हूँ और canvas को साफ करने के लिए clear command रन करती हूँ,102503_gspRPYL3gCI1FC36_0055,gspRPYL3gCI1FC36,Now remove this program I type clear command and run clear command to clear the canvas
317,340.0,343.0,आगे not condition के साथ कार्य करें,102503_gspRPYL3gCI1FC36_0056,gspRPYL3gCI1FC36,work ahead with not condition
318,343.0,351.0,मैं text editor से program copy करती हूँ और इसे kturtle editor में paste करती हूँ,102503_gspRPYL3gCI1FC36_0057,gspRPYL3gCI1FC36,I copy the program from text editor and paste it in kturtle editor
319,351.0,356.0,कृपया यहाँ tutorial रोकें और अपने kturtle editor में program type करें,102503_gspRPYL3gCI1FC36_0058,gspRPYL3gCI1FC36,Please stop the tutorial here and type program in your kurtle editor
320,356.0,361.0,program टाइप करने के बाद tutorial पुनः आरंभ करें,102503_gspRPYL3gCI1FC36_0059,gspRPYL3gCI1FC36,restart tutorial after typing program
321,361.0,365.0,मैं program text को zoom करती हूँ और program समझाती हूँ,102503_gspRPYL3gCI1FC36_0060,gspRPYL3gCI1FC36,I zoom in on the program text and explain the program
322,365.0,369.0,reset command turtle को default position में sets करती है,102503_gspRPYL3gCI1FC36_0061,gspRPYL3gCI1FC36,reset command sets turtle to default position
323,369.0,375.0,$a $b और $c variables हैं जो यूजर input को संचित करते हैं,102503_gspRPYL3gCI1FC36_0062,gspRPYL3gCI1FC36,$a $b and $c are variables that store user input
324,375.0,387.0,if not $a = = $b और $b = = $c और $c = = $a if not condition को checks करता है,102503_gspRPYL3gCI1FC36_0063,gspRPYL3gCI1FC36,if not $a = = $b and $b = = $c and $c = = $a checks the if not condition
325,387.0,396.0,not एक विशिष्ट क्वेशन glue शब्द है यह इसके operand के logical state को उल्टा करता है,102503_gspRPYL3gCI1FC36_0064,gspRPYL3gCI1FC36,not is a special query glue word that inverts the logical state of its operand
326,396.0,402.0,उदाहरणस्वरूप यदि दी गई condition true है not false बनाता है,102503_gspRPYL3gCI1FC36_0065,gspRPYL3gCI1FC36,For example if given condition is true then not false makes
327,402.0,408.0,और जब condition false होती है output true होगा,102503_gspRPYL3gCI1FC36_0066,gspRPYL3gCI1FC36,and when the condition is false the output will be true
328,408.0,415.0,print command if not condition की checking के बाद string प्रदर्शित करती है,102503_gspRPYL3gCI1FC36_0067,gspRPYL3gCI1FC36,print command displays string after checking if not condition
329,415.0,421.0,else command निष्पादित होती है जब if condition false होती है,102503_gspRPYL3gCI1FC36_0068,gspRPYL3gCI1FC36,else command is executed when if condition is false
330,421.0,427.0,print command else condition की checking के बाद string प्रदर्शित करती है,102503_gspRPYL3gCI1FC36_0069,gspRPYL3gCI1FC36,print command displays the string after checking the else condition
331,427.0,440.0,go 100100 turtle को canvas के बाएँ से 100 pixels और canvas के ऊपरी ओर से 100 pixels स्थानांतरित करता है,102503_gspRPYL3gCI1FC36_0070,gspRPYL3gCI1FC36,go 100100 moves the turtle 100 pixels to the left of the canvas and 100 pixels to the top of the canvas
332,440.0,452.0,repeat 3 {turnright 120 forward 100} canvas पर एक समभुज त्रिकोण बनाने के लिए turtle को अनुमति देता है,102503_gspRPYL3gCI1FC36_0071,gspRPYL3gCI1FC36,repeat 3 {turnright 120 forward 100} allows the turtle to draw an equilateral triangle on the canvas
333,452.0,456.0,सभी conditions को check करने के लिए मैं program रन करती हूँ,102503_gspRPYL3gCI1FC36_0072,gspRPYL3gCI1FC36,I run the program to check all the conditions
334,456.0,460.0,code को रन करने के लिए f5 की दबाएँ,102503_gspRPYL3gCI1FC36_0073,gspRPYL3gCI1FC36,press f5 key to run the code
335,460.0,465.0,ab की लंबाई के लिए 6 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0074,gspRPYL3gCI1FC36,Enter 6 for the length of ab and click on ok
336,465.0,468.0,bc की लंबाई के लिए 5 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0075,gspRPYL3gCI1FC36,Enter 5 for the length of bc and click ok
337,468.0,474.0,ac की लंबाई के लिए 7 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0076,gspRPYL3gCI1FC36,Enter 7 for the length of ac and click on ok
338,474.0,478.0,triangle is not equilateral canvas पर प्रदर्शित होता है,102503_gspRPYL3gCI1FC36_0077,gspRPYL3gCI1FC36,triangle is not equilateral displayed on the canvas
339,478.0,485.0,फिर से रन करें ab की लंबाई के लिए 5 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0078,gspRPYL3gCI1FC36,run again enter 5 for the length of ab and click ok
340,485.0,489.0,bc की लंबाई के लिए 5 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0079,gspRPYL3gCI1FC36,Enter 5 for the length of bc and click ok
341,489.0,493.0,ac की लंबाई के लिए 5 प्रविष्ट करें और ok पर click करें,102503_gspRPYL3gCI1FC36_0080,gspRPYL3gCI1FC36,enter 5 for the length of ac and click ok
342,493.0,501.0,triangle is equilateral canvas पर प्रदर्शित होता है एक समभुज त्रिकोण canvas पर बन गया है,102503_gspRPYL3gCI1FC36_0081,gspRPYL3gCI1FC36,triangle is equilateral canvas
343,501.0,505.0,इसी के साथ हम इस tutorial की समाप्ति की ओर आ गये हैं,102503_gspRPYL3gCI1FC36_0082,gspRPYL3gCI1FC36,With this we have come to the end of this tutorial.
344,505.0,508.0,संक्षेप में,102503_gspRPYL3gCI1FC36_0083,gspRPYL3gCI1FC36,in short
345,508.0,515.0,इस tutorial में हमने क्वेशन glues and not के बारे में सीखा,102503_gspRPYL3gCI1FC36_0084,gspRPYL3gCI1FC36,In this tutorial we learned about the question glues and not
346,515.0,520.0,एक नियतकार्य के रूप में मैं चाहती हूँ कि निर्धारित करने के लिए program लिखें,102503_gspRPYL3gCI1FC36_0085,gspRPYL3gCI1FC36,As an assignment I want to write a program to determine
347,520.0,528.0,क्वेशन glue or का उपयोग करके समकोण त्रिभुज के लिए कोण अवधारणा,102503_gspRPYL3gCI1FC36_0086,gspRPYL3gCI1FC36,Angle concepts for a right angled triangle using glue or
348,528.0,531.0,if or condition की संरचना,102503_gspRPYL3gCI1FC36_0087,gspRPYL3gCI1FC36,structure of if or condition
349,531.0,539.0,if within brackets condition or within brackets condition or within brackets condition,102503_gspRPYL3gCI1FC36_0088,gspRPYL3gCI1FC36,if within brackets condition or within brackets condition or within brackets condition
350,539.0,542.0,within curly brackets do something,102503_gspRPYL3gCI1FC36_0089,gspRPYL3gCI1FC36,within curly brackets do something
351,542.0,546.0,else within curly brackets do something,102503_gspRPYL3gCI1FC36_0090,gspRPYL3gCI1FC36,else within curly brackets do something
352,546.0,550.0,इस लिंक पर उपलब्ध video देखें,102503_gspRPYL3gCI1FC36_0091,gspRPYL3gCI1FC36,Watch the video available on this link
353,550.0,553.0,यह spoken tutorial project को सारांशित करता है,102503_gspRPYL3gCI1FC36_0092,gspRPYL3gCI1FC36,This summarizes the spoken tutorial project
354,553.0,558.0,यदि आपके पास अच्छी bandwidth नहीं है तो आप इसे download करके देख सकते हैं,102503_gspRPYL3gCI1FC36_0093,gspRPYL3gCI1FC36,If you do not have good bandwidth then you can download and watch it.
355,558.0,560.0,spoken tutorial project team:,102503_gspRPYL3gCI1FC36_0094,gspRPYL3gCI1FC36,spoken tutorial project team:
356,560.0,563.0,spoken tutorials का उपयोग करके कार्यशालाएँ भी चलाती है,102503_gspRPYL3gCI1FC36_0095,gspRPYL3gCI1FC36,also conducts workshops using spoken tutorials
357,563.0,567.0,जो online test pass करते हैं उन्हें प्रमाणपत्र भी देते हैं,102503_gspRPYL3gCI1FC36_0096,gspRPYL3gCI1FC36,Certificates are also given to those who pass the online test.
358,567.0,574.0,अधिक जानकारी के लिए contact @spokentutorial org पर लिखें,102503_gspRPYL3gCI1FC36_0097,gspRPYL3gCI1FC36,For more information write to contact @spokentutorial org
359,574.0,578.0,spoken tutorial project talktoa teacher project का हिस्सा है,102503_gspRPYL3gCI1FC36_0098,gspRPYL3gCI1FC36,spoken tutorial project is part of talktoa teacher project
360,578.0,584.0,यह भारत सरकार के एमएचआरडी के आईसीटी के माध्यम से राष्ट्रीय साक्षरता mission द्वारा समर्थित है,102503_gspRPYL3gCI1FC36_0099,gspRPYL3gCI1FC36,"It is supported by National Mission on Literacy through ICT of MHRD, Government of India"
361,584.0,589.0,इस mission पर अधिक जानकारी निम्न लिंक पर उपलब्ध है,102503_gspRPYL3gCI1FC36_0100,gspRPYL3gCI1FC36,More information on this mission is available at the following link
362,589.0,595.1,यह स्क्रिप्ट देवेन्द्र कैरवान द्वारा अनुवादित है आई आई टी बॉम्बे की ओर से मैं श्रुति आर्य आपसे विदा लेती हूँ धन्यवाद,102503_gspRPYL3gCI1FC36_0101,gspRPYL3gCI1FC36,This script is translated by Devendra Kairav ​​On behalf of IIT Bombay I Shruti Arya bid you farewell Thank you
363,1.0,7.0,jmol में crystal structure and unit cell पर स्पोकन tutorial में आपका स्वागत है,104662_SCzcMyA64dLtPMMJ_0000,SCzcMyA64dLtPMMJ,Welcome to the spoken tutorial on crystal structure and unit cell in jmol
364,7.0,17.0,इस tutorial में हम निम्न करना सीखेंगे crystallography open database से cif यानि crystallographic information file को download करना,104662_SCzcMyA64dLtPMMJ_0001,SCzcMyA64dLtPMMJ,In this tutorial we will learn how to download cif ie crystallographic information file from crystallography open database
365,17.0,20.0,jmol में cif को खोलना,104662_SCzcMyA64dLtPMMJ_0002,SCzcMyA64dLtPMMJ,opening cif in jmol
366,20.0,25.0,jmol panel पर unit cell और unit cell parameters को दिखाना,104662_SCzcMyA64dLtPMMJ_0003,SCzcMyA64dLtPMMJ,display unit cell and unit cell parameters on jmol panel
367,25.0,34.0,और विभिन्न crystal systems के crystal structures को दिखाना उदाहरण के लिए cubic hexagonal और rhombohedral,104662_SCzcMyA64dLtPMMJ_0004,SCzcMyA64dLtPMMJ,and showing crystal structures of different crystal systems for example cubic hexagonal and rhombohedral
368,34.0,39.0,इस tutorial के अनुसरण के लिए आपको high school chemistry का ज्ञान होना चाहिए,104662_SCzcMyA64dLtPMMJ_0005,SCzcMyA64dLtPMMJ,You must have knowledge of high school chemistry to follow this tutorial
369,39.0,42.0,और jmol window की कार्यविधि से परिचित होना चाहिए,104662_SCzcMyA64dLtPMMJ_0006,SCzcMyA64dLtPMMJ,and should be familiar with the working of jmol window
370,42.0,48.0,यदि नहीं तो सम्बंधित tutorials के लिए कृपया हमारी website पर जाएँ,104662_SCzcMyA64dLtPMMJ_0007,SCzcMyA64dLtPMMJ,If not then please visit our website for related tutorials
371,48.0,54.0,इस tutorial को record करने के लिए मैं प्रयोग कर रही हूँ ubuntu operating system version 1404,104662_SCzcMyA64dLtPMMJ_0008,SCzcMyA64dLtPMMJ,I am using ubuntu operating system version 1404 to record this tutorial
372,54.0,57.0,jmol version 12232,104662_SCzcMyA64dLtPMMJ_0009,SCzcMyA64dLtPMMJ,jmol version 12232
373,57.0,61.0,java version 7 और,104662_SCzcMyA64dLtPMMJ_0010,SCzcMyA64dLtPMMJ,java version 7 and
374,61.0,64.0,mozilla firefox browser 350,104662_SCzcMyA64dLtPMMJ_0011,SCzcMyA64dLtPMMJ,mozilla firefox browser 350
375,64.0,68.0,crystal structures सात crystal systems के अंतर्गत grouped किये जाते हैं,104662_SCzcMyA64dLtPMMJ_0012,SCzcMyA64dLtPMMJ,Crystal structures are grouped under seven crystal systems
376,68.0,74.0,यह table crystal systems और उनके सम्बंधित lattice parameters की सूची दिखाती है,104662_SCzcMyA64dLtPMMJ_0013,SCzcMyA64dLtPMMJ,This table shows a list of crystal systems and their associated lattice parameters.
377,74.0,80.0,अनेक compounds और minerals के crystals के लिए उदाहरण यहाँ सूचीबद्ध हैं,104662_SCzcMyA64dLtPMMJ_0014,SCzcMyA64dLtPMMJ,Examples for crystals of many compounds and minerals are listed here.
378,80.0,87.0,हम jmol panel पर sodium chloride graphite और calcite के crystal structures दिखाएँगे,104662_SCzcMyA64dLtPMMJ_0015,SCzcMyA64dLtPMMJ,We will show crystal structures of sodium chloride graphite and calcite on jmol panel
379,87.0,91.0,jmol panel पर crystal structure दिखाने के लिए:,104662_SCzcMyA64dLtPMMJ_0016,SCzcMyA64dLtPMMJ,To display the crystal structure on the jmol panel:
380,91.0,97.0,हमें एक विशेष crystal के लिए crystallographic information file download करने की ज़रुरत है,104662_SCzcMyA64dLtPMMJ_0017,SCzcMyA64dLtPMMJ,We need to download the crystallographic information file for a particular crystal
381,97.0,103.0,cif crystallographic इंफॉर्मेशन को दिखाने के लिए एक standard text file format है,104662_SCzcMyA64dLtPMMJ_0018,SCzcMyA64dLtPMMJ,cif is a standard text file format for representing crystallographic information.
382,103.0,108.0,cif format  cif file extension रखता है,104662_SCzcMyA64dLtPMMJ_0019,SCzcMyA64dLtPMMJ,cif format keeps cif file extension
383,108.0,113.0,crystallography open database एक open access database है,104662_SCzcMyA64dLtPMMJ_0020,SCzcMyA64dLtPMMJ,crystallography open database एक open access database है
384,113.0,118.0,downloadable होने वाला cif cod website पर उपलब्ध है,104662_SCzcMyA64dLtPMMJ_0021,SCzcMyA64dLtPMMJ,downloadable cif code is available on website
385,118.0,123.0,website the गए link से accessed की जा सकती है,104662_SCzcMyA64dLtPMMJ_0022,SCzcMyA64dLtPMMJ,The website can be accessed from the given link
386,123.0,130.0,अब cod database website खोलते हैं और कुछ cif files download करते हैं,104662_SCzcMyA64dLtPMMJ_0023,SCzcMyA64dLtPMMJ,Now open cod database website and download some cif files
387,130.0,133.0,यहाँ मैंने cod website खोल ली है,104662_SCzcMyA64dLtPMMJ_0024,SCzcMyA64dLtPMMJ,Here I have opened the code website
388,133.0,139.0,पेज के बायीं तरफ जानकारी अनेक शीर्षकों में विभाजित की जाती है,104662_SCzcMyA64dLtPMMJ_0025,SCzcMyA64dLtPMMJ,Information is divided into several headings on the left side of the page.
389,139.0,147.0,accessing cod data शीर्षक में उपशीर्षक हैं जैसे browse search आदि,104662_SCzcMyA64dLtPMMJ_0026,SCzcMyA64dLtPMMJ,The title accessing cod data has subheadings like browse search etc.
390,147.0,151.0,search विकल्प पर click करें एक नया पेज खुलता है,104662_SCzcMyA64dLtPMMJ_0027,SCzcMyA64dLtPMMJ,Click on search option a new page opens
391,151.0,156.0,search पेज पर हमें cif files के लिए अनेक विकल्प मिलते हैं,104662_SCzcMyA64dLtPMMJ_0028,SCzcMyA64dLtPMMJ,On search page we get many options for cif files
392,156.0,166.0,hints and tips link पर click करें,104662_SCzcMyA64dLtPMMJ_0029,SCzcMyA64dLtPMMJ,Click on the hints and tips link
393,166.0,169.0,search पेज पर वापस जाएँ,104662_SCzcMyA64dLtPMMJ_0030,SCzcMyA64dLtPMMJ,Back to search page
394,169.0,174.0,हम cod id प्रयोग करके निम्न प्रकार से crystal structure को ढूँढ सकते हैं:,104662_SCzcMyA64dLtPMMJ_0031,SCzcMyA64dLtPMMJ,We can find the crystal structure using cod id as follows:
395,174.0,181.0,openbabel fastsearch या text box में chemical या mineral का name type करके,104662_SCzcMyA64dLtPMMJ_0032,SCzcMyA64dLtPMMJ,openbabel fastsearch or by typing the name of the chemical or mineral in the text box
396,181.0,186.0,उदाहरण के लिए sodium chloride की cif file को ढूँढने के लिए,104662_SCzcMyA64dLtPMMJ_0033,SCzcMyA64dLtPMMJ,For example to find the cif file of sodium chloride
397,186.0,192.0,text box में type करें halite जो sodium chloride का mineral name है,104662_SCzcMyA64dLtPMMJ_0034,SCzcMyA64dLtPMMJ,Type halite in the text box which is the mineral name of sodium chloride.
398,192.0,195.0,elements box पर नीचे जाएँ,104662_SCzcMyA64dLtPMMJ_0035,SCzcMyA64dLtPMMJ,scroll down to the elements box
399,195.0,200.0,type करें symbol na sodium के लिए और cl chloride के लिए,104662_SCzcMyA64dLtPMMJ_0036,SCzcMyA64dLtPMMJ,type the symbol na for sodium and cl for chloride
400,200.0,204.0,number of distinct elements box तक नीचे जाएँ,104662_SCzcMyA64dLtPMMJ_0037,SCzcMyA64dLtPMMJ,scroll down to the number of distinct elements box
401,204.0,209.0,यहाँ हमारे पास minimum और maximum elements type करने का विकल्प है,104662_SCzcMyA64dLtPMMJ_0038,SCzcMyA64dLtPMMJ,Here we have option to type minimum and maximum elements
402,209.0,217.0,minimum box में type करें 2 यदि आप केवल दो elements के साथ crystal structure चाहते हैं जोकि sodium और chloride है,104662_SCzcMyA64dLtPMMJ_0039,SCzcMyA64dLtPMMJ,Type 2 in the minimum box if you want crystal structure with only two elements which are sodium and chloride.
403,217.0,220.0,send बटन पर click करें,104662_SCzcMyA64dLtPMMJ_0040,SCzcMyA64dLtPMMJ,click on the send button
404,220.0,225.0,sodium chloride के लिए crystal structure data files के साथ एक web पेज खुलता है,104662_SCzcMyA64dLtPMMJ_0041,SCzcMyA64dLtPMMJ,A web page opens with the crystal structure data files for sodium chloride.
405,225.0,231.0,cod id पर right click करें और open the link in a new tab पर click करें,104662_SCzcMyA64dLtPMMJ_0042,SCzcMyA64dLtPMMJ,right click on cod id and click on open the link in a new tab
406,231.0,237.0,यह पेज उस विशेष crystal structure से सम्बंधित विस्तृत जानकारी रखता है,104662_SCzcMyA64dLtPMMJ_0043,SCzcMyA64dLtPMMJ,This page contains detailed information related to that particular crystal structure.
407,237.0,240.0,database web पेज पर वापस जाएँ,104662_SCzcMyA64dLtPMMJ_0044,SCzcMyA64dLtPMMJ,Back to database web page
408,240.0,248.0,archive of cif files link पर click करें जो पेज के दायीं तरफ स्थित है,104662_SCzcMyA64dLtPMMJ_0045,SCzcMyA64dLtPMMJ,Click on the archive of cif files link which is located on the right side of the page
409,248.0,257.0,screen पर एक dialog box खुलता है open with विकल्प चुनें ok button पर click करें,104662_SCzcMyA64dLtPMMJ_0046,SCzcMyA64dLtPMMJ,A dialog box opens on the screen select open with option click on ok button
410,257.0,263.0,screen पर sodium chloride crystal के लिए अनेक cif files के साथ एक folder खुलता है,104662_SCzcMyA64dLtPMMJ_0047,SCzcMyA64dLtPMMJ,A folder with several cif files for sodium chloride crystal opens on the screen.
411,263.0,268.0,जो files आप download करना चाहते हैं उन पर क्लिक करके उन्हें चुनें,104662_SCzcMyA64dLtPMMJ_0048,SCzcMyA64dLtPMMJ,Select the files you want to download by clicking on them
412,268.0,272.0,tool bar पर extract button पर click करें,104662_SCzcMyA64dLtPMMJ_0049,SCzcMyA64dLtPMMJ,click on the extract button on the tool bar
413,272.0,277.0,अपने system पर उचित स्थान पर files को सेव करें,104662_SCzcMyA64dLtPMMJ_0050,SCzcMyA64dLtPMMJ,Save the files to the appropriate location on your system
414,277.0,281.0,extract पर click करें window बंद करें,104662_SCzcMyA64dLtPMMJ_0051,SCzcMyA64dLtPMMJ,click extract close window
415,281.0,283.0,search पेज पर वापस जाएँ,104662_SCzcMyA64dLtPMMJ_0052,SCzcMyA64dLtPMMJ,Back to search page
416,283.0,291.0,अब पहले की तरह ही समान प्रक्रिया प्रयोग करके graphite और calcite की cif files download करें,104662_SCzcMyA64dLtPMMJ_0053,SCzcMyA64dLtPMMJ,Now download the cif files of graphite and calcite using the same procedure as before
417,291.0,295.0,अब हम jmol में sodium chloride की cif फाइल खोलेंगे,104662_SCzcMyA64dLtPMMJ_0054,SCzcMyA64dLtPMMJ,Now we will open the cif file of sodium chloride in jmol
418,295.0,299.0,यहाँ मैंने jmol window खोल ली है,104662_SCzcMyA64dLtPMMJ_0055,SCzcMyA64dLtPMMJ,Here I have opened jmol window
419,299.0,303.0,tool bar में open a file icon पर click करें,104662_SCzcMyA64dLtPMMJ_0056,SCzcMyA64dLtPMMJ,click on the open a file icon in the tool bar
420,303.0,312.0,sodium chloride की cif file की location पर जाएँ जो हमने cod database से downloaded किया है,104662_SCzcMyA64dLtPMMJ_0057,SCzcMyA64dLtPMMJ,Go to the location of the cif file of sodium chloride which we have downloaded from cod database
421,312.0,314.0,open पर click करें,104662_SCzcMyA64dLtPMMJ_0058,SCzcMyA64dLtPMMJ,click open
422,314.0,319.0,screen पर sodium chloride crystal का unit cell खुलता है,104662_SCzcMyA64dLtPMMJ_0059,SCzcMyA64dLtPMMJ,Unit cell of sodium chloride crystal opens on the screen
423,319.0,323.0,unit cell crystal में सबसे छोटी दोहराई जाने वाली unit है,104662_SCzcMyA64dLtPMMJ_0060,SCzcMyA64dLtPMMJ,The smallest repeating unit in a unit cell crystal is
424,323.0,329.0,इन unit cells का 3 डाइमेंशन्स में स्टैक एक के ऊपर एक आना करना crystal structure का आधार बनाएगा,104662_SCzcMyA64dLtPMMJ_0061,SCzcMyA64dLtPMMJ,The stacking of these unit cells in 3 dimensions one above the other will form the basis of the crystal structure.
425,329.0,332.0,jmol panel पर वापस आते हैं,104662_SCzcMyA64dLtPMMJ_0062,SCzcMyA64dLtPMMJ,come back to jmol panel
426,332.0,337.0,unit cell से सम्बंधित data panel के बायीं तरफ प्रदर्शित होता है,104662_SCzcMyA64dLtPMMJ_0063,SCzcMyA64dLtPMMJ,The data related to the unit cell is displayed on the left side of the panel.
427,337.0,341.0,यह space group वर्गीकरण के साथ शुरू होता है,104662_SCzcMyA64dLtPMMJ_0064,SCzcMyA64dLtPMMJ,It starts with space group classification
428,341.0,350.0,sodium chloride cubic lattice system में आता है इसलिए vectors a b और c समान होते हैं,104662_SCzcMyA64dLtPMMJ_0065,SCzcMyA64dLtPMMJ,sodium chloride comes in cubic lattice system so vectors a b and c are equal
429,350.0,355.0,angles alpha beta और gamma 90 degrees होते हैं,104662_SCzcMyA64dLtPMMJ_0066,SCzcMyA64dLtPMMJ,angles alpha beta and gamma are 90 degrees
430,355.0,359.0,popअप menu खोलने के लिए right click करें,104662_SCzcMyA64dLtPMMJ_0067,SCzcMyA64dLtPMMJ,right click to open popup menu
431,359.0,361.0,symmetry विकल्प तक नीचे जाएँ,104662_SCzcMyA64dLtPMMJ_0068,SCzcMyA64dLtPMMJ,scroll down to the symmetry option
432,361.0,365.0,submenu में हमारे पास symmetry elements दिखाने के लिए विकल्प हैं,104662_SCzcMyA64dLtPMMJ_0069,SCzcMyA64dLtPMMJ,In the submenu we have options to show symmetry elements
433,365.0,370.0,हम submenu में विकल्पों को प्रयोग करके unit cells के blocks को भी दिखा सकते हैं,104662_SCzcMyA64dLtPMMJ_0070,SCzcMyA64dLtPMMJ,We can also show blocks of unit cells using the options in the submenu
434,370.0,375.0,उदाहरण के लिए reload {1 1 1} विकल्प पर click करें,104662_SCzcMyA64dLtPMMJ_0071,SCzcMyA64dLtPMMJ,For example click on reload {1 1 1} option
435,375.0,381.0,panel पर हमारे पास unit cell block है जो face center cubic lattice दिखा रहा है,104662_SCzcMyA64dLtPMMJ_0072,SCzcMyA64dLtPMMJ,panel we have unit cell block showing face center cubic lattice
436,381.0,389.0,display को बदलने के लिए popअप menu खोलें style तक नीचे जाएँ फिर scheme और cpk spacefill पर click करें,104662_SCzcMyA64dLtPMMJ_0073,SCzcMyA64dLtPMMJ,To change display open popup menu go down to style then click on scheme and cpk spacefill
437,389.0,394.0,यहाँ panel पर हमारे पास crystal structure cpk display में है,104662_SCzcMyA64dLtPMMJ_0074,SCzcMyA64dLtPMMJ,Here on the panel we have the crystal structure in cpk display
438,394.0,404.0,दोबारा popअप menu खोलें symmetry तक नीचे जाएँ और reload {4 4 4 6 6 6 1} विकल्प पर click करें,104662_SCzcMyA64dLtPMMJ_0075,SCzcMyA64dLtPMMJ,again open popup menu scroll down to symmetry and click on reload {4 4 4 6 6 6 1} option
439,404.0,409.0,यह विकल्प jmol panel पर 27 cell block loads करता है,104662_SCzcMyA64dLtPMMJ_0076,SCzcMyA64dLtPMMJ,This option loads 27 cell blocks on jmol panel
440,409.0,416.0,popअप menu खोलें symmetry पर जाएँ वापस reload {1 1 1} विकल्प पर जाएँ,104662_SCzcMyA64dLtPMMJ_0077,SCzcMyA64dLtPMMJ,Open popup menu Go to symmetry Go back to reload {1 1 1} option
441,416.0,420.0,symmetry elements दिखाने के लिए दोबारा popअप menu खोलें,104662_SCzcMyA64dLtPMMJ_0078,SCzcMyA64dLtPMMJ,open the popup menu again to show the symmetry elements
442,420.0,428.0,submenu में symmetry तक नीचे जाएँ और mirrorplane x z y विकल्प पर click करें,104662_SCzcMyA64dLtPMMJ_0079,SCzcMyA64dLtPMMJ,Scroll down to Symmetry in the submenu and click on the mirrorplane x z y option
443,428.0,436.0,panel पर हमारे पास प्रदर्शित mirrorplane x z y के साथ cubic lattice है,104662_SCzcMyA64dLtPMMJ_0080,SCzcMyA64dLtPMMJ,panel we have the cubic lattice with the mirrorplane x z y displayed
444,436.0,442.0,अब graphite के लिए cif file load करते हैं जो hexagonal crystal system में आता है,104662_SCzcMyA64dLtPMMJ_0081,SCzcMyA64dLtPMMJ,Now let's load the cif file for graphite which comes in hexagonal crystal system
445,442.0,449.0,पहले प्रदर्शित की तरह panel पर graphite की cif file load करने के लिए open a file विकल्प का प्रयोग करें,104662_SCzcMyA64dLtPMMJ_0082,SCzcMyA64dLtPMMJ,Use the open a file option to load the cif file of graphite on the panel as shown earlier
446,449.0,453.0,panel पर graphite का unit cell खुलता है,104662_SCzcMyA64dLtPMMJ_0083,SCzcMyA64dLtPMMJ,The unit cell of graphite opens on the panel
447,453.0,455.0,unit cell parameters को देखें,104662_SCzcMyA64dLtPMMJ_0084,SCzcMyA64dLtPMMJ,refer to unit cell parameters
448,455.0,460.0,vectors a b के बराबर है लेकिन c के बराबर नहीं है,104662_SCzcMyA64dLtPMMJ_0085,SCzcMyA64dLtPMMJ,vectors a is equal to b but not equal to c
449,460.0,467.0,angles alpha और beta 90 degrees के बराबर हैं और gamma 120 degrees के बराबर है,104662_SCzcMyA64dLtPMMJ_0086,SCzcMyA64dLtPMMJ,angles alpha and beta are equal to 90 degrees and gamma is equal to 120 degrees
450,467.0,476.0,popअप menu खोलें symmetry तक नीचे जाएँ और reload {444 666 1} विकल्प पर click करें,104662_SCzcMyA64dLtPMMJ_0087,SCzcMyA64dLtPMMJ,open popup menu scroll down to symmetry and click on reload {444 666 1} option
451,476.0,481.0,screen पर परमाणुओं की hexagonal lattice व्यवस्था दिखती है,104662_SCzcMyA64dLtPMMJ_0088,SCzcMyA64dLtPMMJ,The hexagonal lattice arrangement of atoms appears on the screen.
